,All Costs,Expected Number of Deaths
0,419917209.19780576,1.3307542447721903
1,1096572612.1318088,1.9072092594537393
2,1161057832.6331208,1.9119084491482385
3,230304048.3675215,0.8718637334998899
4,693440544.4858017,2.95294498673547
5,467818920.65313625,1.0691209518413707
6,1111899105.9935176,1.9428197246897658
7,1170742911.8167162,4.034238930744566
8,282222271.5062529,0.6998114192022744
9,178294699.32053828,0.3684713764975023
10,1387054266.8148754,3.4474918491890714
11,1196467881.8722825,2.1903523290046594
12,360552575.5746016,1.5985364467128695
13,359377985.22587734,1.5955232825756844
14,59261349.018152,0.14945778943020147
15,1159948610.1613965,1.9095760728475528
16,68239528.05708565,0.12184143594923842
17,837278848.8805498,3.6171774126543985
18,702464307.4084466,2.927057349690208
19,341942049.48285747,0.735580616708911
20,989149656.7871586,3.808423301718375
21,19117636.704179045,0.09299288129607305
22,129132897.90180442,0.2649869065778552
23,66703131.53615082,0.16447104919256691
24,1959023861.8935997,4.996355967142793
25,289815210.14118266,0.5932303316660228
26,283638031.42793435,0.5483675021988406
27,100988942.50714254,0.2322483357196492
28,276663577.0203913,0.9240012932071476
29,1779195844.2290921,5.013122040649514
30,271878565.72119945,0.584172130170096
31,177242740.82875386,0.4569344819197092
32,1076111406.0032585,1.9149361316004863
33,94285361.90692127,0.29186249354591665
34,419706889.623799,0.912207240622738
35,752859204.285668,2.97682558427098
36,812770197.8169553,2.4312945415769214
37,530629249.7635546,1.2041606836546859
38,315680919.2081554,0.9972517952653188
39,176271719.14708114,0.39671505412308755
40,38502345.7442304,0.09511431914421062
41,482796829.8194369,0.884589096140219
42,213241447.45254126,0.6084695871570283
43,854764279.7180763,3.5011524340619524
44,513953945.3285658,1.1423305250609657
45,1023260720.089006,3.8545409051786645
46,1209696813.3035605,2.3210239127685357
47,978297388.0013386,3.878680115040598
48,1221275834.0856175,1.9318055148965154
49,101313316.07075739,0.15426377688374232
50,1262380160.9737084,2.2723945294213577
51,582434929.8083484,1.0533356093355806
52,209983698.5814171,0.4771763044825184
53,479586553.4495305,0.9453934352330045
54,260594565.4138862,0.47983683588782944
55,77133069.34048298,0.1341287941026424
56,476710772.5648469,1.1073745181698014
57,990896656.5620285,3.822421317556131
58,104752677.74651335,0.2486735269637127
59,1162873390.4740858,1.9158439328400452
60,842310363.7442553,3.5539256651939217
61,467337101.44766426,1.7614102219806569
62,1131039971.5654407,1.9777850547768212
63,1292155265.1610575,3.014611476205406
64,560711853.2949303,1.9250866405173652
65,1024131719.2588004,1.9036634434104682
66,1092681658.3416808,1.8864011062865298
67,1202895289.593155,1.892469655284264
68,1285714068.9996073,2.3098705902683307
69,1099429808.8720274,1.907330993477879
70,436611139.50145155,0.8760183277448939
71,372364793.4248687,0.8366130835630065
72,1161739706.1049085,1.9122549577509134
73,1155800575.8182244,1.9110074783505522
74,127285353.64014259,0.2761626777481597
75,1153325178.9124763,2.00103813263943
76,1119221371.808763,2.019728835539434
77,42501236.19799018,0.09832977005974158
78,187036777.1056354,0.37233298160621603
79,1204774829.6422362,2.154988412527978
80,795324846.571352,3.545805126649574
81,1201453481.911458,4.074700332116063
82,1527782157.366989,3.3403151357605974
83,521317179.4098959,1.964169554926763
84,37953158.41602615,0.10536647997439466
85,293137352.38032335,0.933054309522492
86,93540294.59561789,0.1690696077468712
87,1377535072.9706197,2.3702591782424043
88,160369066.6412705,0.2728375135372268
89,853148583.538233,1.5731337264521692
90,373957018.0139158,1.6007837976575714
91,91679015.9362853,0.19064364718238636
92,1097658272.9902575,1.9095760728475528
93,669348997.9297962,1.25023794442274
94,312244224.82012355,0.6526619975135832
95,1138751375.2767107,1.9335981388978056
96,1106343252.2790651,1.909944013881031
97,1106591502.3519447,1.9170643694125993
98,1242513205.0108619,4.080329462970262
99,1136820844.1627967,1.995737835371202
100,1222811168.3874664,1.9769819240953583
101,304197148.3673545,0.6215828708145419
102,360609775.14941305,0.8354979606623512
103,846903318.7900739,3.548760732148818
104,1429394223.7956645,2.6879815373236213
105,26440922.80472849,0.10055854174579121
106,1116119886.7605605,1.8798748830787786
107,838421724.3190248,3.5201916068452332
108,103282061.81287614,0.19984484196982183
109,876489306.9138848,3.62119605547896
110,922982519.3523076,3.6924467160047616
111,321588421.04615027,0.6238987633697193
112,677398630.5712047,2.92710203633036
113,1553477546.9216857,2.673478067310147
114,338709407.71730703,1.5359131509221362
115,405887761.8941375,0.9294354430729911
116,154388500.09404564,0.5033685522173468
117,116806325.09085248,0.41442947617238823
118,240625216.37784785,0.5159484217667625
119,219612537.3355204,0.4772620354070617
120,1172485559.327298,1.9791134183385806
121,98550340.02226593,0.22673245006619763
122,1013871056.5998149,1.8889881352920004
123,1239236037.5247622,2.3116474679363557
124,787075118.3286388,3.424907555122718
125,1100743506.8525229,1.9039846802417957
126,383876307.3897568,0.751846672783898
127,1034200886.1302453,1.939572965695154
128,352844980.91691065,1.5564146094497266
129,746633701.932251,3.070618637439111
130,1071738678.777804,3.8441672676951972
131,1137479020.986369,1.9607878934167817
132,46380391.0534829,0.13574223129450974
133,1299175223.2708085,2.6115897698609367
134,1080811741.2354631,1.9269977368440285
135,1222779408.409975,1.9567747676912997
136,1110473905.1034358,1.8798444497408662
137,1147726101.7900906,2.0008769562647446
138,480223174.25075364,1.717227292325496
139,1325905833.2515059,4.1875834307367885
140,886819835.4013013,1.549948805516484
141,319185543.8782911,0.7659721059568736
142,1341195057.910981,4.308534842935987
143,74498718.89796433,0.13875487389336508
144,781381085.5874057,3.5316361365634243
