,All Costs,Expected Number of Deaths
0,60578389.33087274,0.14085825528193752
1,60293196.498670995,0.14011164193856954
2,60577297.21608226,0.14085355720473372
3,60578389.33087274,0.14085825528193752
4,48928922.77032743,0.11787297862440514
5,60578389.33087274,0.14085825528193752
6,60578389.33087274,0.14085825528193752
7,42560981.56739027,0.10141904504531447
8,60578389.33087274,0.14085825528193752
9,60578389.33087274,0.14085825528193752
10,60578389.33087274,0.14085825528193752
11,60578389.33087274,0.14085825528193752
12,60578389.33087274,0.14085825528193752
13,78382874.70041609,0.16166710340430457
14,60578389.33087274,0.14085825528193752
15,60578389.33087274,0.14085825528193752
16,60578389.33087274,0.14085825528193752
17,60578389.33087274,0.14085825528193752
18,49784218.37256728,0.09952316283229312
19,49096161.64114565,0.09724475360291443
20,49096161.64114565,0.09724475360291443
21,53279623.28533819,0.09531504887516157
22,49096161.64114565,0.09724475360291443
23,49096161.64114565,0.09724475360291443
24,66399940.4745222,0.13791742253992173
25,49096161.64114565,0.09724475360291443
26,49096161.64114565,0.09724475360291443
27,50001892.33988943,0.10195620444972966
28,49096161.64114565,0.09724475360291443
29,49096161.64114565,0.09724475360291443
30,53667693.156979136,0.13570696063904286
31,49096161.64114565,0.09724475360291443
32,49096161.64114565,0.09724475360291443
33,49096161.64114565,0.09724475360291443
34,49096161.64114565,0.09724475360291443
35,49096161.64114565,0.09724475360291443
36,221929213.61937973,0.9258016776889628
37,225479364.4365821,0.9366303394043884
38,221929213.61937973,0.9258016776889628
39,221929213.61937973,0.9258016776889628
40,387004067.0674172,0.6364157795286014
41,221929213.61937973,0.9258016776889628
42,221929314.0288293,0.925801814216158
43,226937022.7105211,0.6755375315549201
44,219575529.89209628,0.9231476775981379
45,220553215.96570778,0.9242513113433415
46,107551362.40300068,0.4476529956526178
47,221929213.61937973,0.9258016776889628
48,221929213.61937973,0.9258016776889628
49,223876464.3211274,0.934208481707163
50,221929213.61937973,0.9258016776889628
51,221929213.61937973,0.9258016776889628
52,221929213.61937973,0.9258016776889628
53,221929213.61937973,0.9258016776889628
54,515274105.25891006,0.9033661170994486
55,448275241.08728874,0.7600624218096232
56,516849204.0817434,0.9075849490465007
57,134003879.95916629,0.2852973473751683
58,548823952.7028306,1.0452515692595576
59,516849204.0817434,0.9075849490465007
60,454793196.1889463,0.9283362208338721
61,516849204.0817434,0.9075849490465007
62,516849204.0817434,0.9075849490465007
63,516849204.0817434,0.9075849490465007
64,516849204.0817434,0.9075849490465007
65,516849204.0817434,0.9075849490465007
66,516849204.0817434,0.9075849490465007
67,516849204.0817434,0.9075849490465007
68,516849204.0817434,0.9075849490465007
69,516849204.0817434,0.9075849490465007
70,516849204.0817434,0.9075849490465007
71,516849204.0817434,0.9075849490465007
72,453720361.28623766,0.7575263321477995
73,452601809.8169575,0.7551469449809598
74,435261452.4968473,0.6883363262098998
75,453720361.28623766,0.7575263321477995
76,51331289.05429456,0.18456179385539445
77,453720361.28623766,0.7575263321477995
78,453720361.28623766,0.7575263321477995
79,450283377.0302696,0.7504974667274082
80,453720361.28623766,0.7575263321477995
81,453720361.28623766,0.7575263321477995
82,437267387.9390493,0.6899888418444197
83,453720361.28623766,0.7575263321477995
84,453720361.28623766,0.7575263321477995
85,453720361.28623766,0.7575263321477995
86,453720361.28623766,0.7575263321477995
87,453720361.28623766,0.7575263321477995
88,491360255.7971307,0.8348264090203934
89,453720361.28623766,0.7575263321477995
90,113953032.97645366,0.2859623050856699
91,112669706.09432057,0.2830264087834732
92,112669706.09432057,0.2830264087834732
93,443745912.5178326,0.6922121656924436
94,112669706.09432057,0.2830264087834732
95,112669706.09432057,0.2830264087834732
96,118411850.16853529,0.29072539541615006
97,112669706.09432057,0.2830264087834732
98,112669706.09432057,0.2830264087834732
99,122355529.19458136,0.3312315036501809
100,112669706.09432057,0.2830264087834732
101,112669706.09432057,0.2830264087834732
102,112669706.09432057,0.2830264087834732
103,112669706.09432057,0.2830264087834732
104,112669706.09432057,0.2830264087834732
105,30970519.570075553,0.11430208687834262
106,112669706.09432057,0.2830264087834732
107,112669706.09432057,0.2830264087834732
108,100339003.79770118,0.2490189942624899
109,95650135.166682,0.23575860871254176
110,100339003.79770118,0.2490189942624899
111,100339003.79770118,0.2490189942624899
112,370648741.75591063,0.6604593359980889
113,100339003.79770118,0.2490189942624899
114,100339003.79770118,0.2490189942624899
115,101641650.86646244,0.24133657838259648
116,100339003.79770118,0.2490189942624899
117,100339003.79770118,0.2490189942624899
118,271314733.1548784,1.2243461579505652
119,100339003.79770118,0.2490189942624899
120,100339003.79770118,0.2490189942624899
121,100715436.1553758,0.24257238467245013
122,100339003.79770118,0.2490189942624899
123,100339003.79770118,0.2490189942624899
124,16516697.699411094,0.04922209051278954
125,100339003.79770118,0.2490189942624899
126,613324503.1917081,1.7250207993335673
127,613584514.5815573,1.7268840704650297
128,613017279.9767065,1.7229712751973316
129,297137273.4987649,1.271898284147247
130,613022320.9042459,1.7230060476129274
131,613022320.9042459,1.7230060476129274
132,613022320.9042459,1.7230060476129274
133,613022320.9042459,1.7230060476129274
134,613022320.9042459,1.7230060476129274
135,368397709.1921415,0.6551887158910046
136,613022320.9042459,1.7230060476129274
137,613022320.9042459,1.7230060476129274
138,613022320.9042459,1.7230060476129274
139,613022320.9042459,1.7230060476129274
140,613022320.9042459,1.7230060476129274
141,613022320.9042459,1.7230060476129274
142,613022320.9042459,1.7230060476129274
143,613022320.9042459,1.7230060476129274
144,293464700.2333269,1.2692407393855658
145,287202579.41813576,1.2430125671119425
146,293449757.78022057,1.2691650589131305
147,293466558.8484405,1.269250152891425
148,290423620.15891033,1.2634768893143604
149,293464700.2333269,1.2692407393855658
150,293464700.2333269,1.2692407393855658
151,293484756.3646032,1.2693825052601981
152,293464700.2333269,1.2692407393855658
153,293464700.2333269,1.2692407393855658
154,78482420.46913233,0.18483068280317072
155,293464700.2333269,1.2692407393855658
156,293464700.2333269,1.2692407393855658
157,293464700.2333269,1.2692407393855658
158,293464700.2333269,1.2692407393855658
159,293464700.2333269,1.2692407393855658
160,293464700.2333269,1.2692407393855658
161,339986817.3032942,1.2692407393855658
162,45039426.76665414,0.07628053208289923
163,41199209.33980026,0.0754058460774571
164,41196409.39985925,0.07539360542859644
165,43616991.40891088,0.07935009100636195
166,41126637.72244802,0.07530557523656607
167,41196409.39985925,0.07539360542859644
168,39471591.21615913,0.06822340385262421
169,41196409.39985925,0.07539360542859644
170,41196409.39985925,0.07539360542859644
171,330435533.8383555,1.2398754509550525
172,41196409.39985925,0.07539360542859644
173,41196409.39985925,0.07539360542859644
174,29208532.920949917,0.06284981171542031
175,41196409.39985925,0.07539360542859644
176,41196409.39985925,0.07539360542859644
177,49251615.2005335,0.09209445394436917
178,35559296.18422287,0.07539360542859644
179,41196409.39985925,0.07539360542859644
180,416861280.68072647,0.6359371708246773
181,423693169.47658396,0.6491012176016259
182,416751169.0545011,0.6358204939919082
183,416859982.02227736,0.635935532320962
184,416861280.68072647,0.6359371708246773
185,416861280.68072647,0.6359371708246773
186,416861280.68072647,0.6359371708246773
187,416861280.68072647,0.6359371708246773
188,416861280.68072647,0.6359371708246773
189,416861280.68072647,0.6359371708246773
190,449060527.0072019,0.7606874578337792
191,416861280.68072647,0.6359371708246773
192,416861280.68072647,0.6359371708246773
193,416751169.0545011,0.6358204939919082
194,416861280.68072647,0.6359371708246773
195,416861280.68072647,0.6359371708246773
196,460752894.5576219,0.7181047303465622
197,359820041.6833185,0.6359371708246773
198,364438620.30558556,0.6473691099370882
199,420933324.42900926,0.831428025495147
200,370817930.72101754,0.6626314425385744
201,370337845.76931846,0.6605363411648325
202,370337845.76931846,0.6605363411648325
203,370337845.76931846,0.6605363411648325
204,370337845.76931846,0.6605363411648325
205,370337845.76931846,0.6605363411648325
206,370337845.76931846,0.6605363411648325
207,369640397.7344114,0.657492662476559
208,370337845.76931846,0.6605363411648325
209,370337845.76931846,0.6605363411648325
210,370337845.76931846,0.6605363411648325
211,370337845.76931846,0.6605363411648325
212,370337845.76931846,0.6605363411648325
213,366321670.6868844,0.652031403907926
214,429046442.0762044,0.6605363411648325
215,370337845.76931846,0.6605363411648325
216,93015869.75431573,0.20464132613797129
217,82994823.01814884,0.18310443809617066
218,93015869.75431573,0.20464132613797129
219,93015869.75431573,0.20464132613797129
220,93015869.75431573,0.20464132613797129
221,92185484.82957439,0.2027512902950923
222,92185484.82957439,0.2027512902950923
223,74498191.92260969,0.16588919222595763
224,93015869.75431573,0.20464132613797129
225,93015869.75431573,0.20464132613797129
226,93015869.75431573,0.20464132613797129
227,93015869.75431573,0.20464132613797129
228,93015869.75431573,0.20464132613797129
229,93015869.75431573,0.20464132613797129
230,93015869.75431573,0.20464132613797129
231,93015869.75431573,0.20464132613797129
232,92185484.82957439,0.2027512902950923
233,80681504.8026753,0.20464132613797129
234,63899090.98092697,0.16399915638307866
235,63622478.434329376,0.1629411427967018
236,63622478.434329376,0.1629411427967018
237,63622478.434329376,0.1629411427967018
238,63622478.434329376,0.1629411427967018
239,63622478.434329376,0.1629411427967018
240,71912452.47486281,0.18290370759731894
241,63622478.434329376,0.1629411427967018
242,63622478.434329376,0.1629411427967018
243,63622478.434329376,0.1629411427967018
244,63622478.434329376,0.1629411427967018
245,63622478.434329376,0.1629411427967018
246,63622478.434329376,0.1629411427967018
247,63622478.434329376,0.1629411427967018
248,63622478.434329376,0.1629411427967018
249,63622478.434329376,0.1629411427967018
250,73348906.69141449,0.1629411427967018
251,63622478.434329376,0.1629411427967018
252,254655584.7583365,0.5282321913094884
253,212914998.3970517,0.48844674529665716
254,288694047.16990685,0.678959511288797
255,253795217.89637062,0.527229190075636
256,213203652.1383843,0.6169683225063349
257,254655584.7583365,0.5282321913094884
258,254655584.7583365,0.5282321913094884
259,254655584.7583365,0.5282321913094884
260,254655584.7583365,0.5282321913094884
261,254655584.7583365,0.5282321913094884
262,241065842.21914846,0.46032733553363003
263,254655584.7583365,0.5282321913094884
264,254655584.7583365,0.5282321913094884
265,246796950.44500422,0.5193314001948998
266,254655584.7583365,0.5282321913094884
267,254655584.7583365,0.5282321913094884
268,254655584.7583365,0.5282321913094884
269,293586625.11343116,0.5282321913094884
270,186824259.73268923,0.3817971263511125
271,134468024.05404097,0.26910619355750465
272,164873390.18838343,0.3751875199757855
273,223781043.590137,0.4097777601731445
274,147069208.6141975,0.31849228021928605
275,147069208.6141975,0.31849228021928605
276,147383817.85471362,0.31923325579025214
277,147723757.4301063,0.31994791478498025
278,147069208.6141975,0.31849228021928605
279,185685817.18269086,0.49078947231590575
280,147069208.6141975,0.31849228021928605
281,147069208.6141975,0.31849228021928605
282,157677882.1998514,0.3273430970419184
283,147069208.6141975,0.31849228021928605
284,147069208.6141975,0.31849228021928605
285,145004644.82838318,0.31389522081467164
286,127567103.25316815,0.31849228021928605
287,147069208.6141975,0.31849228021928605
288,452927088.11593884,0.706899707991833
289,461581432.16218776,0.7231135113425965
290,428718125.723246,0.6588943944579749
291,454075238.9750623,0.7092899599716118
292,93443008.86280154,0.18400894774989696
293,452867376.0224353,0.7068243244443487
294,452867376.0224353,0.7068243244443487
295,449243503.6873119,0.6989953889899883
296,452927088.11593884,0.706899707991833
297,452927088.11593884,0.706899707991833
298,478715107.07738984,0.8302857272074288
299,452927088.11593884,0.706899707991833
300,452927088.11593884,0.706899707991833
301,457839829.08434683,0.7198013101003297
302,452927088.11593884,0.706899707991833
303,452927088.11593884,0.706899707991833
304,434274757.14989007,0.668801155117815
305,452927088.11593884,0.706899707991833
306,105498124.72309148,0.3945216588817162
307,113055938.41308315,0.4115066869299872
308,113055938.41308315,0.4115066869299872
309,431651795.7824364,0.675991863704607
310,113055938.41308315,0.4115066869299872
311,113055938.41308315,0.4115066869299872
312,120799811.37943819,0.4255151983688102
313,113055938.41308315,0.4115066869299872
314,113055938.41308315,0.4115066869299872
315,26178580.386552144,0.05438026312309514
316,113055938.41308315,0.4115066869299872
317,113055938.41308315,0.4115066869299872
318,118553293.81240045,0.4172753707704641
319,113055938.41308315,0.4115066869299872
320,113055938.41308315,0.4115066869299872
321,133914926.47133695,0.45427774420645867
322,113055938.41308315,0.4115066869299872
323,113055938.41308315,0.4115066869299872
324,53553121.48795101,0.1963217844447477
325,29534657.149680376,0.08578217857499518
326,53553121.48795101,0.1963217844447477
327,53553121.48795101,0.1963217844447477
328,367850097.1096938,0.6539788968403866
329,53553121.48795101,0.1963217844447477
330,53553121.48795101,0.1963217844447477
331,52790710.00157249,0.19433285465004602
332,53553121.48795101,0.1963217844447477
333,53553121.48795101,0.1963217844447477
334,24122713.984661825,0.055023835608438564
335,53553121.48795101,0.1963217844447477
336,53553121.48795101,0.1963217844447477
337,55782752.5127652,0.19920133576269572
338,53553121.48795101,0.1963217844447477
339,53553121.48795101,0.1963217844447477
340,53553121.48795101,0.1963217844447477
341,53553121.48795101,0.1963217844447477
342,367850097.1096938,0.6539788968403866
343,358570961.7300872,0.6332277784998004
344,358570961.7300872,0.6332277784998004
345,20407513.289247997,0.038210751461972524
346,358570961.7300872,0.6332277784998004
347,358570961.7300872,0.6332277784998004
348,358570961.7300872,0.6332277784998004
349,358570961.7300872,0.6332277784998004
350,358570961.7300872,0.6332277784998004
351,358570961.7300872,0.6332277784998004
352,358570961.7300872,0.6332277784998004
353,358570961.7300872,0.6332277784998004
354,358570961.7300872,0.6332277784998004
355,358570961.7300872,0.6332277784998004
356,358570961.7300872,0.6332277784998004
357,358570961.7300872,0.6332277784998004
358,358570961.7300872,0.6332277784998004
359,358570961.7300872,0.6332277784998004
360,423901269.53243834,0.8401043856945852
361,425528507.19170266,0.8783005886738332
362,414923050.1930196,0.818328866764645
363,424175545.3393866,0.8410817015983774
364,141512962.72076383,0.38147476910681233
365,424023687.54170257,0.840202935780546
366,423901269.53243834,0.8401043856945852
367,367740044.147015,0.7472835435972642
368,423901269.53243834,0.8401043856945852
369,423901269.53243834,0.8401043856945852
370,652009935.4775851,1.9126994539625772
371,423901269.53243834,0.8401043856945852
372,423901269.53243834,0.8401043856945852
373,420437273.9944033,0.8373029519582843
374,423901269.53243834,0.8401043856945852
375,423901269.53243834,0.8401043856945852
376,423901269.53243834,0.8401043856945852
377,423901269.53243834,0.8401043856945852
378,285619917.2589982,1.2831228570415985
379,276466720.3643319,1.2548528213947194
380,276466720.3643319,1.2548528213947194
381,555507517.3921168,1.6493134332512749
382,276466720.3643319,1.2548528213947194
383,276466720.3643319,1.2548528213947194
384,347599881.7007404,1.3750145096049626
385,276466720.3643319,1.2548528213947194
386,276466720.3643319,1.2548528213947194
387,163946151.74400526,0.7156132655609241
388,276466720.3643319,1.2548528213947194
389,276466720.3643319,1.2548528213947194
390,279736682.395565,1.2577162376716506
391,276466720.3643319,1.2548528213947194
392,276466720.3643319,1.2548528213947194
393,276466720.3643319,1.2548528213947194
394,276466720.3643319,1.2548528213947194
395,276466720.3643319,1.2548528213947194
396,11472033.503686767,0.035326925248228405
397,16591397.13655009,0.05751323953325401
398,11472033.503686767,0.035326925248228405
399,11472033.503686767,0.035326925248228405
400,55878809.14026382,0.09818249007964107
401,11472033.503686767,0.035326925248228405
402,11472033.503686767,0.035326925248228405
403,21404130.85074636,0.07733166940256793
404,11472033.503686767,0.035326925248228405
405,11472033.503686767,0.035326925248228405
406,18643486.874705035,0.06750339340413657
407,11472033.503686767,0.035326925248228405
408,11472033.503686767,0.035326925248228405
409,10913887.028558634,0.03462887110966147
410,11472033.503686767,0.035326925248228405
411,11472033.503686767,0.035326925248228405
412,12511648.17318498,0.03772343312763297
413,11472033.503686767,0.035326925248228405
414,55999849.7731364,0.10044429088292725
415,56130304.99570333,0.10214044974166188
416,60156583.61388994,0.11977672851711506
417,18193115.023234263,0.07105029625943383
418,57035811.44491023,0.10619804914488229
419,57035811.44491023,0.10619804914488229
420,59441396.67863898,0.11184522877910487
421,57035811.44491023,0.10619804914488229
422,57035811.44491023,0.10619804914488229
423,54601513.69888798,0.09529105398524426
424,57035811.44491023,0.10619804914488229
425,57035811.44491023,0.10619804914488229
426,57074081.539178856,0.10624398817695935
427,57035811.44491023,0.10619804914488229
428,57035811.44491023,0.10619804914488229
429,57035811.44491023,0.10619804914488229
430,57035811.44491023,0.10619804914488229
431,57035811.44491023,0.10619804914488229
432,80808193.62745343,0.21591130275241774
433,71806587.62343311,0.19839863717567893
434,80808193.62745343,0.21591130275241774
435,80808193.62745343,0.21591130275241774
436,92886852.55697611,0.23751329750488154
437,80800741.99591005,0.2159036618492446
438,80808193.62745343,0.21591130275241774
439,73181029.32549521,0.26995914769599966
